Id,Monthly rent payment, number of all rooms in the house,persons younger than 12 years of age,years of schooling,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if the house has ceiling,=1 if floor are good,Number of children 0 to 19 in household,years of education of male head of household,average years of education for adults (18+),# persons per room,=1 if the household has notebook or desktop computer,# of mobile phones,escolari squared,edjefe squared,hogar_nin squared,overcrowding squared,dependency squared,meaned squared,Target
ID_be5811610,0,5,0,6,0,1,1,1,1,10,8,"45.047,00",0,3,36,100,1,"45.689,00",0.25,64,4
ID_0850632d6,0,5,0,7,0,1,1,1,1,10,8,"45.047,00",0,3,49,100,1,"45.689,00",0.25,64,4
ID_866300303,175000,5,2,4,0,1,1,1,2,7,6.5,"13.333.334,00",0,3,16,49,4,"17.777.778.999.999.900,00",1,42.25,2
ID_061bdd9f3,175000,5,2,6,0,1,1,1,2,7,6.5,"13.333.334,00",0,3,36,49,4,"17.777.778.999.999.900,00",1,42.25,2
ID_ae8e5c595,175000,5,2,0,0,1,1,1,2,7,6.5,"13.333.334,00",0,3,0,49,4,"17.777.778.999.999.900,00",1,42.25,2
ID_9dbda203a,175000,5,2,7,0,1,1,1,2,7,6.5,"13.333.334,00",0,3,49,49,4,"17.777.778.999.999.900,00",1,42.25,2
ID_63629e920,0,7,0,15,0,1,1,1,0,0,16,0.66666669000000001,1,1,225,0,0,0.44444447999999998,1,256,4
ID_61bfd3e19,0,7,0,17,0,1,1,1,0,0,16,0.66666669000000001,1,1,289,0,0,0.44444447999999998,1,256,4
ID_012bcdcc9,0,7,0,11,1,1,1,1,0,0,12.8,"45.658,00",1,6,121,0,0,"15.625,00",0,"16.384.001,00",4
ID_53bdd41cf,0,7,0,16,1,1,1,1,0,0,12.8,"45.658,00",1,6,256,0,0,"15.625,00",0,"16.384.001,00",4
ID_704bdfc90,0,7,0,11,1,1,1,1,0,0,12.8,"45.658,00",1,6,121,0,0,"15.625,00",0,"16.384.001,00",4
ID_42ab01ae1,0,7,0,15,1,1,1,1,0,0,12.8,"45.658,00",1,6,225,0,0,"15.625,00",0,"16.384.001,00",4
ID_686b6ef41,0,7,0,11,1,1,1,1,0,0,12.8,"45.658,00",1,6,121,0,0,"15.625,00",0,"16.384.001,00",4
ID_13160897e,0,4,0,14,0,1,1,1,0,0,11,1,0,2,196,0,0,1,1,121,4
ID_e2726a242,0,4,0,8,0,1,1,1,0,0,11,1,0,2,64,0,0,1,1,121,4
ID_383384860,0,5,0,2,0,1,1,0,0,2,2,0.33333333999999998,0,0,4,4,0,0.11111111999999999,64,4,2
ID_0da5c2faf,2e+05,3,1,0,1,1,1,0,3,0,14,2,0,1,0,0,9,4,9,196,2
ID_04183eb2e,2e+05,3,1,11,1,1,1,0,3,0,14,2,0,1,121,0,9,4,9,196,2
ID_acb6d669c,2e+05,3,1,3,1,1,1,0,3,0,14,2,0,1,9,0,9,4,9,196,2
ID_dc14d6193,2e+05,3,1,6,1,1,1,0,3,0,14,2,0,1,36,0,9,4,9,196,2
ID_52555bc99,0,6,2,6,0,1,0,1,2,6,6,2,0,3,36,36,4,4,1,36,1
ID_3d5aa7646,0,6,2,4,0,1,0,1,2,6,6,2,0,3,16,36,4,4,1,36,1
ID_13e22d79a,0,6,2,1,0,1,0,1,2,6,6,2,0,3,1,36,4,4,1,36,1
ID_bb216fb96,0,6,2,6,0,1,0,1,2,6,6,2,0,3,36,36,4,4,1,36,1
ID_6eca8909b,570540,4,0,16,1,1,1,1,0,14,15,2,0,2,256,196,0,4,0,225,4
ID_80a82c9f3,570540,4,0,14,1,1,1,1,0,14,15,2,0,2,196,196,0,4,0,225,4
ID_76dc00c8d,150000,4,1,7,1,1,1,1,2,0,10,2,0,3,49,0,4,4,1,100,4
ID_2dee27fc9,150000,4,1,9,1,1,1,1,2,0,10,2,0,3,81,0,4,4,1,100,4
ID_876873c4c,150000,4,1,3,1,1,1,1,2,0,10,2,0,3,9,0,4,4,1,100,4
ID_60fe3eb9c,150000,4,1,11,1,1,1,1,2,0,10,2,0,3,121,0,4,4,1,100,4
ID_9d9e929ac,0,4,0,6,1,0,1,0,0,9,7.5,1,0,0,36,81,0,1,64,56.25,1
ID_272dba2ca,0,4,0,9,1,0,1,0,0,9,7.5,1,0,0,81,81,0,1,64,56.25,1
ID_38d8ec30f,1e+05,5,0,6,0,1,1,1,0,0,5.67,1,0,1,36,0,0,1,64,"32.111.111,00",4
ID_c31143453,1e+05,5,0,5,0,1,1,1,0,0,5.67,1,0,1,25,0,0,1,64,"32.111.111,00",4
ID_fd116cd25,1e+05,5,0,6,0,1,1,1,0,0,5.67,1,0,1,36,0,0,1,64,"32.111.111,00",4
ID_2cd661b0b,0,5,1,6,1,1,0,1,1,6,8.2,"45.047,00",1,6,36,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_bbb62cc9c,0,5,1,4,1,1,0,1,1,6,8.2,"45.047,00",1,6,16,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_63951d558,0,5,1,11,1,1,0,1,1,6,8.2,"45.047,00",1,6,121,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_1fdd9461b,0,5,1,6,1,1,0,1,1,6,8.2,"45.047,00",1,6,36,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_3383fc373,0,5,1,9,1,1,0,1,1,6,8.2,"45.047,00",1,6,81,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_caf67c945,0,5,1,9,1,1,0,1,1,6,8.2,"45.047,00",1,6,81,36,1,"45.689,00",4.0000002999999999E-2,"67.239.998,00",4
ID_34b1e6530,0,7,0,6,1,1,1,0,0,0,8.5,1,0,2,36,0,0,1,0.11111111999999999,72.25,4
ID_ba3f9abbb,0,7,0,11,1,1,1,0,0,0,8.5,1,0,2,121,0,0,1,0.11111111999999999,72.25,4
ID_1bcfb54ff,0,7,0,8,1,1,1,0,0,0,8.5,1,0,2,64,0,0,1,0.11111111999999999,72.25,4
ID_f13add277,0,7,0,9,1,1,1,0,0,0,8.5,1,0,2,81,0,0,1,0.11111111999999999,72.25,4
ID_e44e4eae3,0,6,0,11,1,1,1,1,0,0,8.67,1,0,2,121,0,0,1,0.25,"75.111.115,00",4
ID_542581efb,0,6,0,3,1,1,1,1,0,0,8.67,1,0,2,9,0,0,1,0.25,"75.111.115,00",4
ID_ef12b9385,0,6,0,12,1,1,1,1,0,0,8.67,1,0,2,144,0,0,1,0.25,"75.111.115,00",4
ID_deb6c1eda,0,7,2,3,0,1,1,1,3,0,10,0.80000000999999998,0,2,9,0,9,0.64000005000000004,9,100,2
ID_7e6ca3f77,0,7,2,9,0,1,1,1,3,0,10,0.80000000999999998,0,2,81,0,9,0.64000005000000004,9,100,2
ID_a0806da3f,0,7,2,0,0,1,1,1,3,0,10,0.80000000999999998,0,2,0,0,9,0.64000005000000004,9,100,2
ID_a390e64a5,0,7,2,10,0,1,1,1,3,0,10,0.80000000999999998,0,2,100,0,9,0.64000005000000004,9,100,2
ID_91c8c25c9,570540,9,0,11,0,1,1,1,3,21,24.5,1,1,5,121,441,9,1,"45.689,00",600.25,4
ID_12171c3a5,570540,9,0,17,0,1,1,1,3,21,24.5,1,1,5,289,441,9,1,"45.689,00",600.25,4
ID_df3add72b,570540,9,0,7,0,1,1,1,3,21,24.5,1,1,5,49,441,9,1,"45.689,00",600.25,4
ID_3e0a4d6c4,570540,9,0,7,0,1,1,1,3,21,24.5,1,1,5,49,441,9,1,"45.689,00",600.25,4
ID_34cc521da,570540,9,0,21,0,1,1,1,3,21,24.5,1,1,5,441,441,9,1,"45.689,00",600.25,4
ID_35246153b,0,5,1,6,1,1,1,1,1,6,5.33,"13.333.334,00",0,3,36,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"28.444.446.999.999.900,00",4
ID_1d8c064e6,0,5,1,1,1,1,1,1,1,6,5.33,"13.333.334,00",0,3,1,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"28.444.446.999.999.900,00",4
ID_d0f8cc2d6,0,5,1,4,1,1,1,1,1,6,5.33,"13.333.334,00",0,3,16,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"28.444.446.999.999.900,00",4
ID_c1f224111,0,5,1,6,1,1,1,1,1,6,5.33,"13.333.334,00",0,3,36,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"28.444.446.999.999.900,00",4
ID_ca8aafcfc,150000,6,1,6,1,1,1,1,1,0,7.2,"45.047,00",0,3,36,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_12e04f9a6,150000,6,1,7,1,1,1,1,1,0,7.2,"45.047,00",0,3,49,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_59692bfc6,150000,6,1,9,1,1,1,1,1,0,7.2,"45.047,00",0,3,81,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_9f8605bdd,150000,6,1,2,1,1,1,1,1,0,7.2,"45.047,00",0,3,4,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_ec7103cba,150000,6,1,11,1,1,1,1,1,0,7.2,"45.047,00",0,3,121,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_be7d164be,150000,6,1,3,1,1,1,1,1,0,7.2,"45.047,00",0,3,9,0,1,"45.689,00",0.25,"51.839.996,00",4
ID_2b5c4b25f,165000,4,1,8,1,1,1,1,1,9,9.25,"16.666.666,00",0,4,64,81,1,"27.777.777,00",6.25E-2,"855.625,00",4
ID_8475dab11,165000,4,1,9,1,1,1,1,1,9,9.25,"16.666.666,00",0,4,81,81,1,"27.777.777,00",6.25E-2,"855.625,00",4
ID_e2a67b603,165000,4,1,9,1,1,1,1,1,9,9.25,"16.666.666,00",0,4,81,81,1,"27.777.777,00",6.25E-2,"855.625,00",4
ID_9d9c7d375,165000,4,1,0,1,1,1,1,1,9,9.25,"16.666.666,00",0,4,0,81,1,"27.777.777,00",6.25E-2,"855.625,00",4
ID_6c80698a5,165000,4,1,11,1,1,1,1,1,9,9.25,"16.666.666,00",0,4,121,81,1,"27.777.777,00",6.25E-2,"855.625,00",4
ID_9d88f8a87,0,7,0,11,1,1,1,1,2,11,16.5,1,0,4,121,121,4,1,1,272.25,4
ID_b7ffa4300,0,7,0,11,1,1,1,1,2,11,16.5,1,0,4,121,121,4,1,1,272.25,4
ID_4ffdd1525,0,7,0,11,1,1,1,1,2,11,16.5,1,0,4,121,121,4,1,1,272.25,4
ID_5bc39f031,0,7,0,8,1,1,1,1,2,11,16.5,1,0,4,64,121,4,1,1,272.25,4
ID_5c515e7d1,40000,5,1,12,0,0,0,1,1,6,9,2,0,4,144,36,1,4,4.0000002999999999E-2,81,4
ID_d892093aa,40000,5,1,0,0,0,0,1,1,6,9,2,0,4,0,36,1,4,4.0000002999999999E-2,81,4
ID_f0f6ca86b,40000,5,1,6,0,0,0,1,1,6,9,2,0,4,36,36,1,4,4.0000002999999999E-2,81,4
ID_952c21a78,40000,5,1,9,0,0,0,1,1,6,9,2,0,4,81,36,1,4,4.0000002999999999E-2,81,4
ID_2a286de1d,40000,5,1,12,0,0,0,1,1,6,9,2,0,4,144,36,1,4,4.0000002999999999E-2,81,4
ID_2653ba895,40000,5,1,6,0,0,0,1,1,6,9,2,0,4,36,36,1,4,4.0000002999999999E-2,81,4
ID_7f954e67f,0,9,0,6,1,1,1,1,0,6,6,0.66666669000000001,0,1,36,36,0,0.44444447999999998,64,36,4
ID_af9a2ad16,0,9,0,6,1,1,1,1,0,6,6,0.66666669000000001,0,1,36,36,0,0.44444447999999998,64,36,4
ID_2ee13f84a,3e+05,9,0,6,1,1,1,1,2,8,10,"44.958,00",0,6,36,64,4,"14.400.001,00",0.25,100,4
ID_8e8d21322,3e+05,9,0,8,1,1,1,1,2,8,10,"44.958,00",0,6,64,64,4,"14.400.001,00",0.25,100,4
ID_55251b6c5,3e+05,9,0,9,1,1,1,1,2,8,10,"44.958,00",0,6,81,64,4,"14.400.001,00",0.25,100,4
ID_f038e6deb,3e+05,9,0,7,1,1,1,1,2,8,10,"44.958,00",0,6,49,64,4,"14.400.001,00",0.25,100,4
ID_ee93131e0,3e+05,9,0,10,1,1,1,1,2,8,10,"44.958,00",0,6,100,64,4,"14.400.001,00",0.25,100,4
ID_aa590d4e1,3e+05,9,0,13,1,1,1,1,2,8,10,"44.958,00",0,6,169,64,4,"14.400.001,00",0.25,100,4
ID_aa224b27b,0,5,1,0,0,0,1,1,2,8,6.5,2,0,4,0,64,4,4,0.25,42.25,4
ID_d2d479e38,0,5,1,8,0,0,1,1,2,8,6.5,2,0,4,64,64,4,4,0.25,42.25,4
ID_1ba16c4ea,0,5,1,6,0,0,1,1,2,8,6.5,2,0,4,36,64,4,4,0.25,42.25,4
ID_77ebfba0d,0,5,1,6,0,0,1,1,2,8,6.5,2,0,4,36,64,4,4,0.25,42.25,4
ID_4cc63e1d5,0,5,1,0,0,0,1,1,2,8,6.5,2,0,4,0,64,4,4,0.25,42.25,4
ID_408c3ea99,0,5,1,6,0,0,1,1,2,8,6.5,2,0,4,36,64,4,4,0.25,42.25,4
ID_b399b7690,350000,6,0,14,1,1,1,1,0,0,14,0.75,0,5,196,0,0,0.5625,0,196,4
ID_ec3f93937,0,6,0,15,1,1,1,1,0,15,15,"45.047,00",0,2,225,225,0,"45.689,00",0.25,225,4
ID_8b0559a9d,0,6,0,15,1,1,1,1,0,15,15,"45.047,00",0,2,225,225,0,"45.689,00",0.25,225,4
ID_d062a3872,0,6,0,15,1,1,1,1,0,15,15,"45.047,00",0,2,225,225,0,"45.689,00",0.25,225,4
ID_d3c8117d1,0,7,0,12,1,1,1,1,0,12,14.5,0.66666669000000001,0,5,144,144,0,0.44444447999999998,0,210.25,4
ID_178f57632,0,7,0,17,1,1,1,1,0,12,14.5,0.66666669000000001,0,5,289,144,0,0.44444447999999998,0,210.25,4
ID_b4a68c897,0,2,0,0,1,1,1,1,0,0,0.67,"45.047,00",0,1,0,0,0,"45.689,00",4,0.44444447999999998,4
ID_06ce30546,0,2,0,2,1,1,1,1,0,0,0.67,"45.047,00",0,1,4,0,0,"45.689,00",4,0.44444447999999998,4
ID_3637e1059,0,2,0,0,1,1,1,1,0,0,0.67,"45.047,00",0,1,0,0,0,"45.689,00",4,0.44444447999999998,4
ID_7bfaf00bc,0,5,0,6,1,1,1,0,2,5,5.5,"13.333.334,00",0,4,36,25,4,"17.777.778.999.999.900,00",1,30.25,4
ID_e8b9d1a08,0,5,0,5,1,1,1,0,2,5,5.5,"13.333.334,00",0,4,25,25,4,"17.777.778.999.999.900,00",1,30.25,4
ID_35f869eb4,0,5,0,7,1,1,1,0,2,5,5.5,"13.333.334,00",0,4,49,25,4,"17.777.778.999.999.900,00",1,30.25,3
ID_96e7d8578,0,5,0,9,1,1,1,0,2,5,5.5,"13.333.334,00",0,4,81,25,4,"17.777.778.999.999.900,00",1,30.25,3
ID_65bc1eff2,0,4,0,9,1,1,0,1,0,0,6,1,0,2,81,0,0,1,0,36,4
ID_cf5f6ac9a,0,4,0,3,1,1,0,1,0,0,6,1,0,2,9,0,0,1,0,36,4
ID_9381c3b5e,0,7,0,6,1,1,1,1,0,6,6,0.33333333999999998,0,1,36,36,0,0.11111111999999999,64,36,3
ID_7a5ab2bcb,0,8,0,12,1,1,1,1,0,0,13.33,1,1,3,144,0,0,1,0,"17.777.777,00",4
ID_e44132c7e,0,8,0,15,1,1,1,1,0,0,13.33,1,1,3,225,0,0,1,0,"17.777.777,00",4
ID_54c332021,0,8,0,13,1,1,1,1,0,0,13.33,1,1,3,169,0,0,1,0,"17.777.777,00",4
ID_102e4540f,0,5,0,11,1,1,1,1,0,11,11,0.33333333999999998,0,1,121,121,0,0.11111111999999999,64,121,4
ID_74cea32d3,0,3,0,6,0,1,1,1,0,6,8.25,2,0,4,36,36,0,4,0,"680.625,00",4
ID_7fe9ab769,0,3,0,6,0,1,1,1,0,6,8.25,2,0,4,36,36,0,4,0,"680.625,00",4
ID_21337ef87,0,3,0,15,0,1,1,1,0,6,8.25,2,0,4,225,36,0,4,0,"680.625,00",4
ID_91c5d1583,0,3,0,6,0,1,1,1,0,6,8.25,2,0,4,36,36,0,4,0,"680.625,00",4
ID_9da4bc835,0,5,0,15,1,1,1,1,0,0,15.5,1,0,1,225,0,0,1,0,240.25,4
ID_39afba3d5,0,5,0,16,1,1,1,1,0,0,15.5,1,0,1,256,0,0,1,0,240.25,4
ID_e6df57204,268153,5,0,15,1,1,1,1,0,15,15,0.5,0,1,225,225,0,0.25,0,225,4
ID_8e2cce809,0,6,0,14,1,1,1,1,0,14,11.33,0.75,1,3,196,196,0,0.5625,0,"12.844.444,00",4
ID_e57732ac2,0,6,0,14,1,1,1,1,0,14,11.33,0.75,1,3,196,196,0,0.5625,0,"12.844.444,00",4
ID_fe8e7e23e,0,6,0,6,1,1,1,1,0,14,11.33,0.75,1,3,36,196,0,0.5625,0,"12.844.444,00",4
ID_7bf32b3c5,0,3,1,5,0,0,0,0,1,6,5.5,3,0,2,25,36,1,9,0.25,30.25,2
ID_936df30b5,0,3,1,6,0,0,0,0,1,6,5.5,3,0,2,36,36,1,9,0.25,30.25,2
ID_f11b45a0e,0,3,1,0,0,0,0,0,1,6,5.5,3,0,2,0,36,1,9,0.25,30.25,2
ID_04f750727,110000,5,0,3,1,1,1,1,0,0,3,0.5,0,1,9,0,0,0.25,64,9,4
ID_add6807c8,110000,5,0,3,1,1,1,1,0,0,3,0.5,0,1,9,0,0,0.25,64,9,4
ID_5039682da,0,4,0,14,1,1,1,1,0,14,14,0.5,0,1,196,196,0,0.25,0,196,4
ID_11ece5d1f,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2
ID_d0a9402fa,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3
ID_fdc29b7cf,0,5,0,6,0,1,1,0,1,6,6,1,0,3,36,36,1,1,0.25,36,4
ID_e2b094ec8,0,5,0,9,0,1,1,0,1,6,6,1,0,3,81,36,1,1,0.25,36,4
ID_d768326f9,0,5,0,6,0,1,1,0,1,6,6,1,0,3,36,36,1,1,0.25,36,4
ID_1529eb26d,0,5,0,6,0,1,1,1,0,3,8.25,"13.333.334,00",0,4,36,9,0,"17.777.778.999.999.900,00",0,"680.625,00",4
ID_b335a7438,0,5,0,3,0,1,1,1,0,3,8.25,"13.333.334,00",0,4,9,9,0,"17.777.778.999.999.900,00",0,"680.625,00",4
ID_8a0889456,0,5,0,9,0,1,1,1,0,3,8.25,"13.333.334,00",0,4,81,9,0,"17.777.778.999.999.900,00",0,"680.625,00",4
ID_4cfbc4162,0,5,0,15,0,1,1,1,0,3,8.25,"13.333.334,00",0,4,225,9,0,"17.777.778.999.999.900,00",0,"680.625,00",4
ID_a8b9fd83a,0,4,0,3,0,1,1,1,0,4,3.5,1,0,2,9,16,0,1,0,"45.992,00",2
ID_c58564ef6,0,4,0,4,0,1,1,1,0,4,3.5,1,0,2,16,16,0,1,0,"45.992,00",2
ID_c96c9bf9e,0,3,0,12,0,0,1,0,0,12,9,2,0,2,144,144,0,4,0,81,4
ID_97734567e,0,3,0,6,0,0,1,0,0,12,9,2,0,2,36,144,0,4,0,81,4
ID_b94213f74,0,5,0,2,1,1,1,0,0,2,2,3,0,1,4,4,0,9,4,4,1
ID_507e8db18,0,5,0,4,1,1,1,0,0,2,2,3,0,1,16,4,0,9,4,4,1
ID_08705caa3,0,5,0,0,1,1,1,0,0,2,2,3,0,1,0,4,0,9,4,4,1
ID_0b3185aea,0,6,0,6,1,1,1,1,0,6,6,0.66666669000000001,0,3,36,36,0,0.44444447999999998,64,36,3
ID_6259ad37a,0,6,0,6,1,1,1,1,0,6,6,0.66666669000000001,0,3,36,36,0,0.44444447999999998,64,36,3
ID_939a7b529,0,4,0,6,1,1,1,1,0,0,6,0.5,0,1,36,0,0,0.25,0,36,4
ID_2401d0585,0,6,0,7,0,1,1,1,1,6,10.33,"13.333.334,00",0,2,49,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_55742ddd4,0,6,0,6,0,1,1,1,1,6,10.33,"13.333.334,00",0,2,36,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_adaaa7ea2,0,6,0,17,0,1,1,1,1,6,10.33,"13.333.334,00",0,2,289,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_7bf1c5e49,0,6,0,8,0,1,1,1,1,6,10.33,"13.333.334,00",0,2,64,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_8ed2512d1,0,4,0,6,0,1,1,1,0,6,8.5,1,0,2,36,36,0,1,0,72.25,4
ID_e4879628f,0,4,0,11,0,1,1,1,0,6,8.5,1,0,2,121,36,0,1,0,72.25,4
ID_59d77d569,0,6,0,3,1,1,1,1,1,6,6.33,"13.333.334,00",0,4,9,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"40.111.115.000.000.000,00",4
ID_af9403182,0,6,0,8,1,1,1,1,1,6,6.33,"13.333.334,00",0,4,64,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"40.111.115.000.000.000,00",4
ID_152f8cad0,0,6,0,6,1,1,1,1,1,6,6.33,"13.333.334,00",0,4,36,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"40.111.115.000.000.000,00",4
ID_e3d25cc62,0,6,0,10,1,1,1,1,1,6,6.33,"13.333.334,00",0,4,100,36,1,"17.777.778.999.999.900,00",0.11111111999999999,"40.111.115.000.000.000,00",4
ID_3701ca55e,0,4,0,17,0,1,1,1,0,0,17,0.5,0,1,289,0,0,0.25,0,289,4
ID_05f7ddbab,0,4,0,9,1,1,1,1,2,11,12.5,"13.333.334,00",0,2,81,121,4,"17.777.778.999.999.900,00",1,156.25,4
ID_279e77c3e,0,4,0,5,1,1,1,1,2,11,12.5,"13.333.334,00",0,2,25,121,4,"17.777.778.999.999.900,00",1,156.25,4
ID_7b1c23f5f,0,4,0,11,1,1,1,1,2,11,12.5,"13.333.334,00",0,2,121,121,4,"17.777.778.999.999.900,00",1,156.25,4
ID_2b18437dd,0,4,0,7,1,1,1,1,2,11,12.5,"13.333.334,00",0,2,49,121,4,"17.777.778.999.999.900,00",1,156.25,4
ID_4c56f7b33,0,5,0,11,1,1,1,1,0,0,13,0.66666669000000001,0,2,121,0,0,0.44444447999999998,0,169,3
ID_595c3a84e,0,5,0,15,1,1,1,1,0,0,13,0.66666669000000001,0,2,225,0,0,0.44444447999999998,0,169,3
ID_19abbe40f,0,4,1,0,0,1,0,0,2,0,6,"45.047,00",0,0,0,0,4,"45.689,00",4,36,1
ID_2a0c11fb2,0,4,1,8,0,1,0,0,2,0,6,"45.047,00",0,0,64,0,4,"45.689,00",4,36,1
ID_3a7e757d3,0,4,1,6,0,1,0,0,2,0,6,"45.047,00",0,0,36,0,4,"45.689,00",4,36,1
ID_ec2d81c2a,0,4,0,0,1,1,1,1,0,0,2,"45.047,00",0,0,0,0,0,"45.689,00",4,4,2
ID_4376f9490,0,4,0,0,1,1,1,1,0,0,2,"45.047,00",0,0,0,0,0,"45.689,00",4,4,2
ID_0bdf26444,0,4,0,6,1,1,1,1,0,0,2,"45.047,00",0,0,36,0,0,"45.689,00",4,4,2
ID_83c9e43f9,0,4,3,6,1,0,1,0,3,3,5.83,3,0,2,36,9,9,9,4,"34.027.778.999.999.900,00",1
ID_2351a6f79,0,4,3,8,1,0,1,0,3,3,5.83,3,0,2,64,9,9,9,4,"34.027.778.999.999.900,00",1
ID_1c6967a42,0,4,3,6,1,0,1,0,3,3,5.83,3,0,2,36,9,9,9,4,"34.027.778.999.999.900,00",1
ID_8591e4175,0,4,3,6,1,0,1,0,3,3,5.83,3,0,2,36,9,9,9,4,"34.027.778.999.999.900,00",1
ID_4e29e2174,0,4,3,0,1,0,1,0,3,3,5.83,3,0,2,0,9,9,9,4,"34.027.778.999.999.900,00",1
ID_4ebd3c079,0,4,3,3,1,0,1,0,3,3,5.83,3,0,2,9,9,9,9,4,"34.027.778.999.999.900,00",1
ID_b060df2f6,0,4,3,0,1,0,1,0,3,3,5.83,3,0,2,0,9,9,9,4,"34.027.778.999.999.900,00",1
ID_290d27410,0,4,3,1,1,0,1,0,3,3,5.83,3,0,2,1,9,9,9,4,"34.027.778.999.999.900,00",1
ID_1c0fc092b,0,4,3,6,1,0,1,0,3,3,5.83,3,0,2,36,9,9,9,4,"34.027.778.999.999.900,00",1
ID_22a035f82,0,5,0,0,1,1,0,1,0,0,3,0.66666669000000001,0,2,0,0,0,0.44444447999999998,1,9,4
ID_bbbdb4a4d,0,5,0,6,1,1,0,1,0,0,3,0.66666669000000001,0,2,36,0,0,0.44444447999999998,1,9,4
ID_d1cd02264,0,5,0,6,0,1,1,1,0,0,3.33,1,0,2,36,0,0,1,0.25,"11.111.111,00",4
ID_a39a95d70,0,5,0,3,0,1,1,1,0,0,3.33,1,0,2,9,0,0,1,0.25,"11.111.111,00",4
ID_dd1353b9f,0,5,0,1,0,1,1,1,0,0,3.33,1,0,2,1,0,0,1,0.25,"11.111.111,00",4
ID_5d4addbab,0,4,0,6,1,1,1,1,1,13,12,1,1,3,36,169,1,1,0.25,144,4
ID_415f8aeb5,0,4,0,13,1,1,1,1,1,13,12,1,1,3,169,169,1,1,0.25,144,4
ID_242333eed,0,4,0,11,1,1,1,1,1,13,12,1,1,3,121,169,1,1,0.25,144,4
ID_f1f6dca76,0,3,0,6,1,1,1,1,1,8,7,"45.047,00",0,2,36,64,1,"45.689,00",0.25,49,4
ID_b42133169,0,3,0,6,1,1,1,1,1,8,7,"45.047,00",0,2,36,64,1,"45.689,00",0.25,49,4
ID_1f05a5a26,0,3,0,8,1,1,1,1,1,8,7,"45.047,00",0,2,64,64,1,"45.689,00",0.25,49,4
ID_4955f5a8a,0,5,1,8,1,1,1,1,1,8,9.33,"13.333.334,00",0,4,64,64,1,"17.777.778.999.999.900,00",0.11111111999999999,"8.711.110.699.999.990,00",4
ID_7dd1d5996,0,5,1,6,1,1,1,1,1,8,9.33,"13.333.334,00",0,4,36,64,1,"17.777.778.999.999.900,00",0.11111111999999999,"8.711.110.699.999.990,00",4
ID_763e0a782,0,5,1,14,1,1,1,1,1,8,9.33,"13.333.334,00",0,4,196,64,1,"17.777.778.999.999.900,00",0.11111111999999999,"8.711.110.699.999.990,00",4
ID_7886924a3,0,5,1,4,1,1,1,1,1,8,9.33,"13.333.334,00",0,4,16,64,1,"17.777.778.999.999.900,00",0.11111111999999999,"8.711.110.699.999.990,00",4
ID_d2f52b98a,0,5,2,0,0,1,1,1,2,6,6,3,0,4,0,36,4,9,0.25,36,4
ID_b2f80bbda,0,5,2,6,0,1,1,1,2,6,6,3,0,4,36,36,4,9,0.25,36,4
ID_6469ea8e2,0,5,2,6,0,1,1,1,2,6,6,3,0,4,36,36,4,9,0.25,36,4
ID_d8162b39f,0,5,2,6,0,1,1,1,2,6,6,3,0,4,36,36,4,9,0.25,36,4
ID_821b507f7,0,5,2,0,0,1,1,1,2,6,6,3,0,4,0,36,4,9,0.25,36,4
ID_384f2b1ad,0,5,2,6,0,1,1,1,2,6,6,3,0,4,36,36,4,9,0.25,36,4
ID_1bf496dbc,0,4,0,13,0,1,1,1,1,13,10.33,"13.333.334,00",0,4,169,169,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_89f435dac,0,4,0,6,0,1,1,1,1,13,10.33,"13.333.334,00",0,4,36,169,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
ID_8e861d093,0,4,0,12,0,1,1,1,1,13,10.33,"13.333.334,00",0,4,144,169,1,"17.777.778.999.999.900,00",0.11111111999999999,"10.677.777,00",4
